startup_name,industry,funding_rounds,funding_amount_m,valuation_m,revenue_m,employees,funding_per_employee_m,revenue_per_employee_m,market_share,profitable,estimated_costs_m,profit_m,profit_margin,funding_efficiency,roi_percent,year_founded,startup_age,region,exit_status,ROI_norm,FundingEff_norm,Valuation_norm,RevenuePerEmp_norm,Age_norm,ROI_risk,FundingEff_risk,Valuation_risk,RevenuePerEmp_risk,Age_risk,ProfitMargin_risk,Exit_Adjustment,Risk_Score,risk_category
Startup_276,EdTech,2,54.26,770.1,76.34,2862,0.019,0.027,8.91,0,61.07,15.27,20,1.41,1319.28,2015,7,Asia,Private,0.936965293,0.014035437,0.176270821,0.010380623,0.21875,0.063034707,0.985964563,0.823729179,0.989619377,0.78125,1,0.05,0.713078873,Medium Risk
Startup_277,AI,4,226.23,2240.12,40.89,1129,0.2,0.036,0.93,1,16.36,24.53,60,0.18,890.2,2014,8,North America,Private,0.57777629,0.001791758,0.513813817,0.01384083,0.25,0.42222371,0.998208242,0.486186183,0.98615917,0.75,0,0.05,0.651049379,Medium Risk
Startup_278,Gaming,3,236.75,2072.1,75.95,2592,0.091,0.029,8.09,0,60.76,15.19,20,0.32,775.23,1991,31,Asia,Acquired,0.481533259,0.003185347,0.475233407,0.011149558,0.96875,0.518466741,0.996814653,0.524766593,0.988850442,0.03125,1,-0.05,0.609147171,Low Risk
Startup_279,Gaming,3,52.54,355.42,90.37,1028,0.051,0.088,8.63,1,36.15,54.22,60,1.72,576.48,2001,21,North America,Private,0.315156792,0.017121242,0.081052844,0.033833141,0.65625,0.684843208,0.982878758,0.918947156,0.966166859,0.34375,0,0.05,0.734928656,Medium Risk
Startup_280,HealthTech,1,231.37,2377.66,23.35,1383,0.167,0.017,8.19,0,18.68,4.67,20,0.1,927.64,1998,24,North America,Acquired,0.609117849,0.000995421,0.545395471,0.006535948,0.75,0.390882151,0.999004579,0.454604529,0.993464052,0.25,1,-0.05,0.589731741,Low Risk
Startup_281,AI,4,284.22,1327.41,80.76,3379,0.084,0.024,5.18,0,64.61,16.15,20,0.28,367.04,2001,21,Europe,Private,0.139831573,0.002787179,0.304239207,0.00922722,0.65625,0.860168427,0.997212821,0.695760793,0.99077278,0.34375,1,0.05,0.851839707,Very High Risk
Startup_282,HealthTech,5,50.33,693.5,6,1524,0.033,0.004,4.44,1,2.4,3.6,60,0.12,1277.91,2015,7,Asia,Private,0.902333875,0.001194505,0.158682085,0.00153787,0.21875,0.097666125,0.998805495,0.841317915,0.99846213,0.78125,0,0.05,0.628269637,Medium Risk
Startup_283,Gaming,3,231.41,2997.22,89.89,231,1.002,0.389,9.96,1,35.96,53.93,60,0.39,1195.2,1998,24,North America,Private,0.833096151,0.003882142,0.687657575,0.149557862,0.75,0.166903849,0.996117858,0.312342425,0.850442138,0.25,0,0.05,0.490367218,Very Low Risk
Startup_284,E-Commerce,1,212.72,1448.7,65.11,4973,0.043,0.013,2.37,0,52.09,13.02,20,0.31,581.04,1999,23,Europe,Private,0.318974033,0.003085805,0.332089569,0.004998078,0.71875,0.681025967,0.996914195,0.667910431,0.995001922,0.28125,1,0.05,0.797201184,High Risk
Startup_285,FinTech,5,142.34,2054.47,87.44,896,0.159,0.098,5.51,0,69.95,17.49,20,0.61,1343.35,2021,1,South America,Private,0.957114634,0.006072068,0.471185242,0.037677816,0.03125,0.042885366,0.993927932,0.528814758,0.962322184,0.96875,1,0.05,0.680052469,Medium Risk
Startup_286,AI,4,17.85,230.31,0.12,4077,0.004,0,6.74,0,0.1,0.02,20,0.01,1190.25,2009,13,Europe,Private,0.828952435,9.95E-05,0.052325341,0,0.40625,0.171047565,0.999900458,0.947674659,1,0.59375,1,0.05,0.744268182,Medium Risk
Startup_287,IoT,3,22.87,251.47,16.99,2262,0.01,0.008,7.04,1,6.8,10.19,60,0.74,999.56,1991,31,Europe,Private,0.669323109,0.007366116,0.057184057,0.00307574,0.96875,0.330676891,0.992633884,0.942815943,0.99692426,0.03125,0,0.05,0.62528203,Medium Risk
Startup_288,Gaming,5,255.8,1141.16,39.04,2793,0.092,0.014,2.12,0,31.23,7.81,20,0.15,346.11,1990,32,North America,Private,0.12231077,0.001493132,0.261472861,0.005382545,1,0.87768923,0.998506868,0.738527139,0.994617455,0,1,0.05,0.82909537,High Risk
Startup_289,Gaming,5,297.05,2595.86,38.01,401,0.741,0.095,6.57,1,15.2,22.81,60,0.13,773.88,2013,9,Australia,Acquired,0.480403154,0.001294047,0.59549811,0.036524414,0.28125,0.519596846,0.998705953,0.40450189,0.963475586,0.71875,0,-0.05,0.556712023,Low Risk
Startup_290,IoT,5,202.98,1841.7,22.75,2083,0.097,0.011,8.2,1,9.1,13.65,60,0.11,807.33,2016,6,Australia,Private,0.508404628,0.001094963,0.422329428,0.004229143,0.1875,0.491595372,0.998905037,0.577670572,0.995770857,0.8125,0,0.05,0.689946065,Medium Risk
Startup_291,Cybersecurity,3,134.06,776.29,38.22,4749,0.028,0.008,0.6,0,30.58,7.64,20,0.29,479.06,1991,31,Australia,Private,0.233605116,0.002886721,0.177692156,0.00307574,0.96875,0.766394884,0.997113279,0.822307844,0.99692426,0.03125,1,0.05,0.817031192,High Risk
Startup_292,Gaming,3,194.45,769.94,12.97,4429,0.044,0.003,9.12,1,5.19,7.78,60,0.07,295.96,2020,2,Europe,Acquired,0.080329488,0.000696795,0.176234082,0.001153403,0.0625,0.919670512,0.999303205,0.823765918,0.998846597,0.9375,0,-0.05,0.746920146,Medium Risk
Startup_293,EdTech,2,178.52,2199.49,41.33,3242,0.055,0.013,0.39,0,33.06,8.27,20,0.23,1132.07,2003,19,North America,Private,0.780249125,0.002289468,0.504484439,0.004998078,0.59375,0.219750875,0.997710532,0.495515561,0.995001922,0.40625,1,0.05,0.668682448,Medium Risk
Startup_294,E-Commerce,4,115.39,515.15,80.26,3898,0.03,0.021,3.62,0,64.21,16.05,20,0.7,346.44,1991,31,Asia,Acquired,0.122587018,0.006967947,0.117729721,0.008073818,0.96875,0.877412982,0.993032053,0.882270279,0.991926182,0.03125,1,-0.05,0.752214125,High Risk
Startup_295,AI,1,20.16,204.25,47.96,2010,0.01,0.024,0.26,1,19.18,28.78,60,2.38,913.14,2018,4,Europe,Private,0.596979692,0.023691021,0.046341497,0.00922722,0.125,0.403020308,0.976308979,0.953658503,0.99077278,0.875,0,0.05,0.725181565,Medium Risk
Startup_296,IoT,5,246.54,3510.09,1.9,2021,0.122,0.001,0.86,0,1.52,0.38,20,0.01,1323.74,2004,18,Europe,Private,0.940698823,9.95E-05,0.805421739,0.000384468,0.5625,0.059301177,0.999900458,0.194578261,0.999615532,0.4375,1,0.05,0.587684455,Low Risk
Startup_297,EdTech,2,111.86,1511.59,42.2,3176,0.035,0.013,9.12,0,33.76,8.44,20,0.38,1251.32,2001,21,North America,Private,0.880075005,0.0037826,0.346530243,0.004998078,0.65625,0.119924995,0.9962174,0.653469757,0.995001922,0.34375,1,0.05,0.660870481,Medium Risk
Startup_298,IoT,1,245.73,1556.22,2.81,2673,0.092,0.001,3.61,0,2.25,0.56,20,0.01,533.3,2017,5,South America,Acquired,0.279010196,9.95E-05,0.356778093,0.000384468,0.15625,0.720989804,0.999900458,0.643221907,0.999615532,0.84375,1,-0.05,0.761028159,High Risk
Startup_299,AI,2,76.13,1006.24,96.63,1883,0.04,0.051,4.31,0,77.3,19.33,20,1.27,1221.74,2009,13,Europe,IPO,0.855313164,0.012641848,0.230492806,0.019607843,0.40625,0.144686836,0.987358152,0.769507194,0.980392157,0.59375,1,0,0.655503242,Medium Risk
Startup_300,HealthTech,3,0.81,2.43,12.83,1201,0.001,0.011,2.23,0,10.26,2.57,20,15.84,200,2013,9,South America,Acquired,0,0.157674696,0,0.004229143,0.28125,1,0.842325304,1,0.995770857,0.71875,1,-0.05,0.839705689,High Risk
Startup_301,AI,5,48.1,154.51,70.8,1777,0.027,0.04,6.01,1,28.32,42.48,60,1.47,221.23,2010,12,South America,Private,0.017771937,0.01463269,0.0349203,0.0153787,0.375,0.982228063,0.98536731,0.9650797,0.9846213,0.625,0,0.05,0.847585628,High Risk
Startup_302,Cybersecurity,1,140.83,1440.78,97.28,166,0.848,0.586,5.99,1,38.91,58.37,60,0.69,923.06,1999,23,Australia,Private,0.605283865,0.006868405,0.330270995,0.225297962,0.71875,0.394716135,0.993131595,0.669729005,0.774702038,0.28125,0,0.05,0.592095009,Low Risk
Startup_303,AI,1,283.32,2090.22,82.62,3981,0.071,0.021,3.78,1,33.05,49.57,60,0.29,637.76,2003,19,North America,Private,0.366455156,0.002886721,0.479394084,0.008073818,0.59375,0.633544844,0.997113279,0.520605916,0.991926182,0.40625,0,0.05,0.675313682,Medium Risk
Startup_304,AI,1,31.11,237.6,69.96,1756,0.018,0.04,3.4,0,55.97,13.99,20,2.25,663.74,2007,15,South America,Private,0.388203385,0.022396974,0.053999256,0.0153787,0.46875,0.611796615,0.977603026,0.946000744,0.9846213,0.53125,1,0.05,0.841188065,High Risk
Startup_305,Cybersecurity,1,256.34,2505.29,83.96,780,0.329,0.108,8.86,0,67.17,16.79,20,0.33,877.33,2013,9,North America,Private,0.567002629,0.00328489,0.574701611,0.041522491,0.28125,0.432997371,0.99671511,0.425298389,0.958477509,0.71875,1,0.05,0.73703375,Medium Risk
Startup_306,E-Commerce,1,158.34,839.42,98.18,944,0.168,0.104,3.89,0,78.54,19.64,20,0.62,430.14,2003,19,Australia,Private,0.192653485,0.006171611,0.192187938,0.039984621,0.59375,0.807346515,0.993828389,0.807812062,0.960015379,0.40625,1,0.05,0.856401423,Very High Risk
Startup_307,Gaming,2,247.86,1373.41,62.17,3225,0.077,0.019,4.99,0,49.74,12.43,20,0.25,454.11,2001,21,North America,Private,0.212719115,0.002488553,0.314801633,0.007304883,0.65625,0.787280885,0.997511447,0.685198367,0.992695117,0.34375,1,0.05,0.832381533,High Risk
Startup_308,AI,5,89.86,792.14,55.96,544,0.165,0.103,2.9,0,44.77,11.19,20,0.62,781.53,2011,11,Europe,Private,0.486807079,0.006171611,0.1813316,0.039600154,0.34375,0.513192921,0.993828389,0.8186684,0.960399846,0.65625,1,0.05,0.809549145,High Risk
Startup_309,Cybersecurity,3,252.06,3037.59,62.86,4922,0.051,0.013,7.89,0,50.29,12.57,20,0.25,1105.11,1995,27,South America,Private,0.757680524,0.002488553,0.696927252,0.004998078,0.84375,0.242319476,0.997511447,0.303072748,0.995001922,0.15625,1,0.05,0.620418359,Medium Risk
Startup_310,EdTech,3,231.96,2420.26,53.31,1466,0.158,0.036,4.03,0,42.65,10.66,20,0.23,943.4,2011,11,North America,IPO,0.62231077,0.002289468,0.555177196,0.01384083,0.34375,0.37768923,0.997710532,0.444822804,0.98615917,0.65625,1,0,0.67423671,Medium Risk
Startup_311,HealthTech,3,69.4,455.84,63.55,360,0.193,0.177,5.18,0,50.84,12.71,20,0.92,556.83,2003,19,Asia,Acquired,0.298707496,0.009157874,0.10411108,0.06805075,0.59375,0.701292504,0.990842126,0.89588892,0.93194925,0.40625,1,-0.05,0.738292277,Medium Risk
Startup_312,HealthTech,3,39.83,325.17,45.04,3609,0.011,0.012,2.61,1,18.02,27.02,60,1.13,716.39,2005,17,North America,Private,0.432277453,0.011248258,0.074106901,0.00461361,0.53125,0.567722547,0.988751742,0.925893099,0.99538639,0.46875,0,0.05,0.724747908,Medium Risk
Startup_313,AI,2,260.48,1314.9,21.92,3328,0.078,0.007,9.88,1,8.77,13.15,60,0.08,404.8,2014,8,South America,Acquired,0.171441009,0.000796337,0.301366686,0.002691273,0.25,0.828558991,0.999203663,0.698633314,0.997308727,0.75,0,-0.05,0.686371787,Medium Risk
Startup_314,E-Commerce,4,288.99,1125.78,12.11,239,1.209,0.051,2.99,1,4.84,7.27,60,0.04,289.56,2021,1,Australia,Private,0.074971957,0.000398168,0.257941337,0.019607843,0.03125,0.925028043,0.999601832,0.742058663,0.980392157,0.96875,0,0.05,0.83642,High Risk
Startup_315,E-Commerce,5,9.88,122.44,6.93,1553,0.006,0.004,7.73,1,2.77,4.16,60,0.7,1139.27,2022,0,Australia,Private,0.786276348,0.006967947,0.027556452,0.00153787,0,0.213723652,0.993032053,0.972443548,0.99846213,1,0,0.05,0.697673175,Medium Risk
Startup_316,EdTech,1,219.52,1357.65,26.41,2101,0.104,0.013,4.33,1,10.56,15.85,60,0.12,518.46,2009,13,South America,Private,0.26658742,0.001194505,0.311182854,0.004998078,0.40625,0.73341258,0.998805495,0.688817146,0.995001922,0.59375,0,0.05,0.745062104,Medium Risk
Startup_317,AI,4,272.9,1400.85,4.71,4218,0.065,0.001,2.14,0,3.77,0.94,20,0.02,413.32,2007,15,Europe,Private,0.178573222,0.000199084,0.32110235,0.000384468,0.46875,0.821426778,0.999800916,0.67889765,0.999615532,0.53125,1,0.05,0.860218855,Very High Risk
Startup_318,HealthTech,3,257.28,2907.11,56.76,2106,0.122,0.027,8.02,0,45.41,11.35,20,0.22,1029.94,1992,30,Europe,Acquired,0.694754642,0.002189926,0.666966701,0.010380623,0.9375,0.305245358,0.997810074,0.333033299,0.989619377,0.0625,1,-0.05,0.530521256,Very Low Risk
Startup_319,E-Commerce,4,289.37,3014.26,28.45,1678,0.172,0.017,3.4,1,11.38,17.07,60,0.1,941.66,2012,10,Australia,Private,0.620854191,0.000995421,0.691570265,0.006535948,0.3125,0.379145809,0.999004579,0.308429735,0.993464052,0.6875,0,0.05,0.608621436,Low Risk
Startup_320,AI,5,228.15,2418,82.47,2105,0.108,0.039,8.67,1,32.99,49.48,60,0.36,959.83,2021,1,Australia,Private,0.636064558,0.003583516,0.55465826,0.014994233,0.03125,0.363935442,0.996416484,0.44534174,0.985005767,0.96875,0,0.05,0.651694283,Medium Risk
Startup_321,IoT,1,132.97,764.14,7.52,3662,0.036,0.002,9.16,1,3.01,4.51,60,0.06,474.67,2005,17,South America,Private,0.229930185,0.000597253,0.174902298,0.000768935,0.53125,0.770069815,0.999402747,0.825097702,0.999231065,0.46875,0,0.05,0.762922318,High Risk
Startup_322,E-Commerce,1,93.93,544.02,22.71,4658,0.02,0.005,8.61,1,9.08,13.63,60,0.24,479.18,1994,28,Europe,Private,0.23370557,0.002389011,0.124358792,0.001922338,0.875,0.76629443,0.997610989,0.875641208,0.998077662,0.125,0,0.05,0.734653636,Medium Risk
Startup_323,Cybersecurity,5,96.56,545.53,73.05,3601,0.027,0.02,0.45,0,58.44,14.61,20,0.76,464.96,1993,29,Australia,Private,0.221801805,0.0075652,0.124705515,0.00768935,0.90625,0.778198195,0.9924348,0.875294485,0.99231065,0.09375,1,0.05,0.832552279,High Risk
Startup_324,IoT,5,217.46,1105.79,59.92,3753,0.058,0.016,7.89,1,23.97,35.95,60,0.28,408.5,2010,12,Europe,Private,0.174538331,0.002787179,0.253351274,0.00615148,0.375,0.825461669,0.997212821,0.746648726,0.99384852,0.625,0,0.05,0.779382568,High Risk
Startup_325,Gaming,3,223.88,2433.28,6.54,3178,0.07,0.002,4.17,1,2.62,3.92,60,0.03,986.87,2003,19,Australia,Private,0.658700129,0.000298626,0.558166822,0.000768935,0.59375,0.341299871,0.999701374,0.441833178,0.999231065,0.40625,0,0.05,0.592049879,Low Risk
Startup_326,E-Commerce,1,60.51,797.29,87.74,1820,0.033,0.048,8.75,0,70.19,17.55,20,1.45,1217.62,2020,2,North America,Acquired,0.851864254,0.014433605,0.182514133,0.018454441,0.0625,0.148135746,0.985566395,0.817485867,0.981545559,0.9375,1,-0.05,0.647751929,Medium Risk
Startup_327,HealthTech,4,260.5,3045.72,87.74,3846,0.068,0.023,6.42,1,35.1,52.64,60,0.34,1069.18,2003,19,Asia,Private,0.727603007,0.003384432,0.698794046,0.008842753,0.59375,0.272396993,0.996615568,0.301205954,0.991157247,0.40625,0,0.05,0.551901842,Low Risk
Startup_328,FinTech,2,214.62,2683.85,33.11,2010,0.107,0.016,8.35,0,26.49,6.62,20,0.15,1150.51,1995,27,North America,Private,0.795685513,0.001493132,0.615702195,0.00615148,0.84375,0.204314487,0.998506868,0.384297805,0.99384852,0.15625,1,0.05,0.623126944,Medium Risk
Startup_329,IoT,2,169.04,1328.25,34.11,4498,0.038,0.008,5.04,1,13.64,20.47,60,0.2,685.76,2001,21,Australia,Private,0.406636642,0.001990842,0.304432086,0.00307574,0.65625,0.593363358,0.998009158,0.695567914,0.99692426,0.34375,0,0.05,0.686191497,Medium Risk
Startup_330,Gaming,5,141.72,1537.51,98.9,679,0.209,0.146,5.4,1,39.56,59.34,60,0.7,984.89,2005,17,Asia,Private,0.657042643,0.006967947,0.352481941,0.056132257,0.53125,0.342957357,0.993032053,0.647518059,0.943867743,0.46875,0,0.05,0.61992862,Low Risk
Startup_331,EdTech,3,163.2,1183.34,62.65,391,0.417,0.16,1.53,0,50.12,12.53,20,0.38,625.09,2006,16,Asia,Private,0.355848918,0.0037826,0.271158147,0.061514802,0.5,0.644151082,0.9962174,0.728841853,0.938485198,0.5,1,0.05,0.810380308,High Risk
Startup_332,EdTech,2,48.19,448.46,53.18,2163,0.022,0.025,7.86,1,21.27,31.91,60,1.1,830.61,2012,10,Australia,Private,0.527892648,0.010949632,0.102416499,0.009611688,0.3125,0.472107352,0.989050368,0.897583501,0.990388312,0.6875,0,0.05,0.717782683,Medium Risk
Startup_333,HealthTech,1,61.51,540.03,83.83,2666,0.023,0.031,4.25,0,67.06,16.77,20,1.36,777.95,2003,19,Australia,Private,0.483810209,0.013537726,0.123442616,0.011918493,0.59375,0.516189791,0.986462274,0.876557384,0.988081507,0.40625,1,0.05,0.796660736,High Risk
Startup_334,E-Commerce,5,27.8,142.41,28.6,2069,0.013,0.014,5.05,1,11.44,17.16,60,1.03,412.27,1996,26,Europe,Acquired,0.177694252,0.010252837,0.032141922,0.005382545,0.8125,0.822305748,0.989747163,0.967858078,0.994617455,0.1875,0,-0.05,0.666647199,Medium Risk
Startup_335,AI,4,46.52,355.64,42.98,3856,0.012,0.011,7.87,0,34.38,8.6,20,0.92,664.49,2021,1,Australia,Private,0.388831221,0.009157874,0.08110336,0.004229143,0.03125,0.611168779,0.990842126,0.91889664,0.995770857,0.96875,1,0.05,0.885035745,Very High Risk
Startup_336,E-Commerce,5,136.38,1986.49,26.85,3258,0.042,0.008,6.03,1,10.74,16.11,60,0.2,1356.58,2004,18,South America,Acquired,0.968189657,0.001990842,0.455575813,0.00307574,0.5625,0.031810343,0.998009158,0.544424187,0.99692426,0.4375,0,-0.05,0.432506684,Very Low Risk
Startup_337,HealthTech,4,159.34,953.33,78.94,4984,0.032,0.016,2.09,0,63.15,15.79,20,0.5,498.3,2006,16,Australia,Acquired,0.249711196,0.004977105,0.21834372,0.00615148,0.5,0.750288804,0.995022895,0.78165628,0.99384852,0.5,1,-0.05,0.7529025,High Risk
Startup_338,EdTech,5,5.85,26.94,57.38,4641,0.001,0.012,5.94,1,22.95,34.43,60,9.81,360.51,1994,28,South America,Private,0.134365216,0.097650806,0.005627936,0.00461361,0.875,0.865634784,0.902349194,0.994372064,0.99538639,0.125,0,0.05,0.757842303,High Risk
Startup_339,E-Commerce,5,239.14,1918.61,65.92,4271,0.056,0.015,4.14,0,52.74,13.18,20,0.28,702.3,2016,6,Australia,Private,0.420482513,0.002787179,0.439989346,0.005767013,0.1875,0.579517487,0.997212821,0.560010654,0.994232987,0.8125,1,0.05,0.808708482,High Risk
Startup_340,EdTech,5,88.6,1106.09,25.31,744,0.119,0.034,4.75,1,10.12,15.19,60,0.29,1148.41,2012,10,Europe,Private,0.793927573,0.002886721,0.25342016,0.013071895,0.3125,0.206072427,0.997113279,0.74657984,0.986928105,0.6875,0,0.05,0.629716954,Medium Risk
Startup_341,IoT,4,273.59,2732.01,22.1,1406,0.195,0.016,0.38,1,8.84,13.26,60,0.08,898.58,2003,19,South America,IPO,0.584791307,0.000796337,0.626760596,0.00615148,0.59375,0.415208693,0.999203663,0.373239404,0.99384852,0.40625,0,0,0.549331094,Very Low Risk
Startup_342,Gaming,4,290.27,3242.81,48.89,3264,0.089,0.015,2.18,1,19.56,29.33,60,0.17,1017.17,2004,18,North America,Private,0.684064692,0.001692216,0.744049451,0.005767013,0.5625,0.315935308,0.998307784,0.255950549,0.994232987,0.4375,0,0.05,0.559922914,Low Risk
Startup_343,AI,5,56.04,295.69,73.78,2282,0.025,0.032,2.88,1,29.51,44.27,60,1.32,427.64,2022,0,South America,Private,0.190560699,0.013139558,0.067337763,0.01230296,0,0.809439301,0.986860442,0.932662237,0.98769704,1,0,0.05,0.837785805,High Risk
Startup_344,IoT,2,138.9,1448.36,52.57,3909,0.036,0.013,7.16,1,21.03,31.54,60,0.38,942.74,2020,2,Europe,Private,0.621758275,0.0037826,0.332011499,0.004998078,0.0625,0.378241725,0.9962174,0.667988501,0.995001922,0.9375,0,0.05,0.687002475,Medium Risk
Startup_345,EdTech,3,0.87,5.99,3.36,3928,0,0.001,0.21,0,2.69,0.67,20,3.86,588.51,2006,16,South America,Private,0.325227277,0.038423253,0.00081744,0.000384468,0.5,0.674772723,0.961576747,0.99918256,0.999615532,0.5,1,0.05,0.860828244,Very High Risk
Startup_346,EdTech,3,179.7,2338.19,86.87,4219,0.043,0.021,4.15,0,69.5,17.37,20,0.48,1201.16,2017,5,Australia,Private,0.838085352,0.004778021,0.53633245,0.008073818,0.15625,0.161914648,0.995221979,0.46366755,0.991926182,0.84375,1,0.05,0.692237118,Medium Risk
Startup_347,FinTech,3,182.39,1924.5,6.56,3232,0.056,0.002,9.25,0,5.25,1.31,20,0.04,955.16,2008,14,Australia,Private,0.632155234,0.000398168,0.441341796,0.000768935,0.4375,0.367844766,0.999601832,0.558658204,0.999231065,0.5625,1,0.05,0.731814948,Medium Risk
Startup_348,FinTech,4,74.64,402.03,95.59,2836,0.026,0.034,1.21,1,38.24,57.35,60,1.28,438.63,2012,10,Europe,Private,0.199760585,0.01274139,0.091755337,0.013071895,0.3125,0.800239415,0.98725861,0.908244663,0.986928105,0.6875,0,0.05,0.800537491,High Risk
Startup_349,IoT,4,167.74,633.29,2.61,3763,0.045,0.001,5.21,1,1.04,1.57,60,0.02,277.54,2021,1,Asia,Acquired,0.064909843,0.000199084,0.144856787,0.000384468,0.03125,0.935090157,0.999800916,0.855143213,0.999615532,0.96875,0,-0.05,0.758821534,High Risk
Startup_350,Cybersecurity,2,68.05,238.96,69.48,2517,0.027,0.028,7.89,0,55.58,13.9,20,1.02,251.15,2002,20,Australia,Private,0.042818396,0.010153295,0.054311536,0.01076509,0.625,0.957181604,0.989846705,0.945688464,0.98923491,0.375,1,0.05,0.915003248,Very High Risk
Startup_351,IoT,3,48.67,362.93,8.31,2156,0.023,0.004,9.43,1,3.32,4.99,60,0.17,645.7,2009,13,North America,Private,0.373101843,0.001692216,0.082777275,0.00153787,0.40625,0.626898157,0.998307784,0.917222725,0.99846213,0.59375,0,0.05,0.753113824,High Risk
Startup_352,FinTech,3,195.63,1210.99,91.08,3680,0.053,0.025,7.49,1,36.43,54.65,60,0.47,519.02,1994,28,Europe,Private,0.267056204,0.004678479,0.277507084,0.009611688,0.875,0.732943796,0.995321521,0.722492916,0.990388312,0.125,0,0.05,0.701732438,Medium Risk
Startup_353,EdTech,5,98.11,1054.98,46.5,2750,0.036,0.017,7.23,1,18.6,27.9,60,0.47,975.3,1998,24,South America,Acquired,0.649014716,0.004678479,0.241684386,0.006535948,0.75,0.350985284,0.995321521,0.758315614,0.993464052,0.25,0,-0.05,0.524577575,Very Low Risk
Startup_354,HealthTech,4,177.28,1594.1,13.84,3871,0.046,0.004,8.28,0,11.07,2.77,20,0.08,799.2,2018,4,South America,Private,0.501598888,0.000796337,0.365476021,0.00153787,0.125,0.498401112,0.999203663,0.634523979,0.99846213,0.875,1,0.05,0.806888927,High Risk
Startup_355,IoT,3,130.26,806.6,34.15,3769,0.035,0.009,4.52,0,27.32,6.83,20,0.26,519.22,1995,27,North America,Private,0.267223627,0.002588095,0.184651876,0.003460208,0.84375,0.732776373,0.997411905,0.815348124,0.996539792,0.15625,1,0.05,0.820084662,High Risk
Startup_356,EdTech,2,295.31,1414.79,16.57,2227,0.133,0.007,8.08,0,13.26,3.31,20,0.06,379.09,2014,8,Australia,Private,0.1499188,0.000597253,0.324303224,0.002691273,0.25,0.8500812,0.999402747,0.675696776,0.997308727,0.75,1,0.05,0.888351675,Very High Risk
Startup_357,HealthTech,2,45.3,205.05,17.14,2797,0.016,0.006,0.18,1,6.86,10.28,60,0.38,352.65,2020,2,Europe,Acquired,0.127785498,0.0037826,0.046525191,0.002306805,0.0625,0.872214502,0.9962174,0.953474809,0.997693195,0.9375,0,-0.05,0.753722306,High Risk
Startup_358,HealthTech,3,139.65,1867.95,94.82,1702,0.082,0.056,9.25,0,75.86,18.96,20,0.68,1237.59,2011,11,North America,Private,0.868581426,0.006768863,0.4283569,0.021530181,0.34375,0.131418574,0.993231137,0.5716431,0.978469819,0.65625,1,0.05,0.679642809,Medium Risk
Startup_359,FinTech,4,204.3,1209.81,44.58,3467,0.059,0.013,4.49,0,35.66,8.92,20,0.22,492.17,1991,31,Australia,Private,0.244579685,0.002189926,0.277236135,0.004998078,0.96875,0.755420315,0.997810074,0.722763865,0.995001922,0.03125,1,0.05,0.799206962,High Risk
Startup_360,IoT,2,118.97,1287.32,78.9,4068,0.029,0.019,5.58,1,31.56,47.34,60,0.66,982.05,1994,28,Europe,Private,0.654665238,0.006569779,0.295033823,0.007304883,0.875,0.345334762,0.993430221,0.704966177,0.992695117,0.125,0,0.05,0.602168929,Low Risk
Startup_361,E-Commerce,5,292.42,3721.99,64,1529,0.191,0.042,2.62,1,25.6,38.4,60,0.22,1172.82,2016,6,South America,IPO,0.814361533,0.002189926,0.854077785,0.016147636,0.1875,0.185638467,0.997810074,0.145922215,0.983852364,0.8125,0,0,0.496687818,Very Low Risk
Startup_362,AI,2,216.71,2247.06,67.67,4765,0.045,0.014,7.45,1,27.07,40.6,60,0.31,936.9,2014,8,Europe,Private,0.616869527,0.003085805,0.515407365,0.005382545,0.25,0.383130473,0.996914195,0.484592635,0.994617455,0.75,0,0.05,0.642046971,Medium Risk
Startup_363,FinTech,1,197.27,2626.61,13.26,37,5.332,0.358,0.86,0,10.61,2.65,20,0.07,1231.48,1997,25,Asia,Private,0.863466658,0.000696795,0.602558863,0.137639369,0.78125,0.136533342,0.999303205,0.397441137,0.862360631,0.21875,1,0.05,0.594839242,Low Risk
Startup_364,FinTech,1,227.24,1751.73,23.5,4030,0.056,0.006,8.74,0,18.8,4.7,20,0.1,670.87,1990,32,Europe,Acquired,0.39417201,0.000995421,0.4016707,0.002306805,1,0.60582799,0.999004579,0.5983293,0.997693195,0,1,-0.05,0.640661287,Medium Risk
Startup_365,E-Commerce,4,285.82,4137.15,78.7,2571,0.111,0.031,8.3,1,31.48,47.22,60,0.28,1347.47,2009,13,Asia,Acquired,0.960563545,0.002787179,0.949405978,0.011918493,0.40625,0.039436455,0.997212821,0.050594022,0.988081507,0.59375,0,-0.05,0.374478007,Very Low Risk
Startup_366,AI,3,272.39,1252.38,97.08,2808,0.097,0.035,2.24,0,77.66,19.42,20,0.36,359.77,2012,10,Europe,Private,0.133745752,0.003583516,0.287010971,0.013456363,0.3125,0.866254248,0.996416484,0.712989029,0.986543637,0.6875,1,0.05,0.889526759,Very High Risk
Startup_367,EdTech,4,217.42,918.77,26.34,3901,0.056,0.007,8.11,0,21.07,5.27,20,0.12,322.58,2021,1,Asia,IPO,0.102613471,0.001194505,0.210408123,0.002691273,0.03125,0.897386529,0.998805495,0.789591877,0.997308727,0.96875,1,0,0.889017822,Very High Risk
